Unnamed: 0,rating,review,Processed_Review,Sentiment
356,5,Took an hour to deliver Cold Burgers 🍔,took hour deliver cold burger,NEUTRAL
357,5,sezwan ketchup is very little applied. only name is sezwan burgers. no sezwan test in burger ,sezwan ketchup little applied name sezwan burger sezwan test burger,NEUTRAL
358,5,good ,good,POSITIVE
359,2,some vaggis,vaggis,NEUTRAL
360,4,exeelent,exeelent,NEUTRAL
361,5,excellent 👍,excellent,POSITIVE
362,5,normal Berger rate high size is small ,normal berger rate high size small,NEUTRAL
363,3,Nice bro <br/><br/>Ok,nice bro br br ok,POSITIVE
364,5,good ,good,POSITIVE
365,5,bhut hi bekar sawad tha  ,bhut hi bekar sawad tha,NEUTRAL
366,5,good,good,POSITIVE
367,3,delivery is so slowly ,delivery slowly,NEUTRAL
368,3,ok ok ,ok ok,POSITIVE
369,3,Hii,hii,NEUTRAL
370,5,plz dhayan de pese le rahe ho to wesa bana ke bhi do,plz dhayan de pese le rahe ho wesa bana ke bhi,POSITIVE
371,2,Worst food🤬,worst food,NEGATIVE
372,1,to good,good,POSITIVE
373,5,received damaged food,received damaged food,NEGATIVE
374,1,worst experience first delivery late and second 70 ruppes ka burger he lutere..<br/>nobody buy from Ajay... faltu food,worst experience first delivery late second ruppes ka burger lutere br nobody buy ajay faltu food,NEGATIVE
375,5,not hit baav bed quality ,hit baav bed quality,NEUTRAL
376,2,best service and good taste 👍,best service good taste,POSITIVE
377,1,delayed and cold,delayed cold,NEGATIVE
378,1,good job,good job,POSITIVE
379,5,ketchup is less ,ketchup less,NEUTRAL
380,3,super fantastic 👍👍,super fantastic,POSITIVE
381,1,super fantastic 👍👍👍,super fantastic,POSITIVE
382,2,very good service,good service,POSITIVE
383,5,Amazing👍,amazing,POSITIVE
384,3,the aize could be bigger for the price,aize could bigger price,NEUTRAL
385,4,Good guy👍,good guy,POSITIVE
386,4,they didn't send the sauce,send sauce,NEUTRAL
387,4,let deliver,let deliver,NEUTRAL
388,5,"Thanks u , Delivery in Time .",thanks u delivery time,POSITIVE
389,5,Reasonable prices,reasonable price,NEUTRAL
390,5,nic<br/>,nic br,NEUTRAL
391,5,they don't provide me spoons 🥄,provide spoon,NEUTRAL
392,1,good,good,POSITIVE
393,1,good ,good,POSITIVE
394,1,goood,goood,NEUTRAL
395,5,love d it,love,POSITIVE
396,4,all is Good,good,POSITIVE
397,1,Please Send Order as per mentioned In order book,please send order per mentioned order book,POSITIVE
398,5,both dishes delicious...🤤,dish delicious,POSITIVE
399,5,thank you 💖,thank,POSITIVE
400,5,late delivery ,late delivery,NEUTRAL
401,5,First of all the restaurant look is verry beautiful and food is verry tasty daining was verry comfortable for us. Servise was verry clerly done by prahlad the steward every thing is good but one lack I found from the caption  verry mutch attitude and he has to be improve their way of speaking rowadey language. Give respect to every one this was my first time visite i love your food,first restaurant look verry beautiful food verry tasty daining verry comfortable u servise verry clerly done prahlad steward every thing good one lack found caption verry mutch attitude improve way speaking rowadey language give respect every one first time visite love food,POSITIVE
402,4,delivery timing is good &amp; food is very swadist,delivery timing good amp food swadist,POSITIVE
403,5,nice,nice,POSITIVE
404,1,No trest forood on dinner <br/>No Paking good <br/>No test <br/>H,trest forood dinner br paking good br test br h,POSITIVE
405,1,nice ,nice,POSITIVE
406,1,Worst service,worst service,NEGATIVE
407,1,bad test ,bad test,NEGATIVE
408,1,ggooood,ggooood,NEUTRAL
409,5,low quantity ,low quantity,NEGATIVE
410,1,Very bad service,bad service,NEGATIVE
411,1,delivery boy is very good ,delivery boy good,POSITIVE
412,5,Good,good,POSITIVE
413,5,very nice food,nice food,POSITIVE
414,2,gu,gu,NEUTRAL
415,5,very fast delivery 👏👏👏,fast delivery,NEUTRAL
416,5,veg kadi is spicy,veg kadi spicy,NEUTRAL
417,1,They have not provided glass for cold coffee and no spoon for eating of biryani <br/><br/>Very ridiculous,provided glass cold coffee spoon eating biryani br br ridiculous,NEGATIVE
418,5,very nice 🙂🙂,nice,POSITIVE
419,5,paner only 4 money vest karna hai paneer ni deta sahi grevi bhar deta hai poor quality.,paner money vest karna hai paneer ni deta sahi grevi bhar deta hai poor quality,NEGATIVE
420,1,very quick service,quick service,NEUTRAL
421,5,Taste is excellent and food was hygienic but one food is always very spicy,taste excellent food hygienic one food always spicy,POSITIVE
422,1,i dont want to eat this.,dont want eat,NEGATIVE
423,5,only gravy no Manchurian,gravy manchurian,NEUTRAL
424,2,delicious,delicious,POSITIVE
425,2,Good ,good,POSITIVE
426,5,I need refund,need refund,NEUTRAL
427,3,Anil Bhai good job . perfectly time . ,anil bhai good job perfectly time,POSITIVE
428,5,I expect better but it's okk taste is good ,expect better okk taste good,POSITIVE
429,5,had a bad smell in chinese bhel,bad smell chinese bhel,NEGATIVE
430,1,"poor test not proper packing no fresh selad its poor like quality is not great, perfect quality, not looking good.  Test is not good and sent without packing.",poor test proper packing fresh selad poor like quality great perfect quality looking good test good sent without packing,POSITIVE
431,1,some thing wrong with this dish..smell like taste as a medicine water used,thing wrong dish smell like taste medicine water used,NEGATIVE
432,5,good ,good,POSITIVE
433,1,Naam bade darshan chhote ,naam bade darshan chhote,NEUTRAL
434,1,good ,good,POSITIVE
435,5,good ,good,POSITIVE
436,4,nic,nic,NEUTRAL
437,2,veg. crispy to sweet &amp; crispy like manchurian<br/>,veg crispy sweet amp crispy like manchurian br,POSITIVE
438,3,good ,good,POSITIVE
439,2,Yuuummmeeeee....😋,yuuummmeeeee,NEUTRAL
440,5,excellent,excellent,POSITIVE
441,1,service very fast ,service fast,NEUTRAL
442,1,Cutlery dont sent by restaurant......,cutlery dont sent restaurant,NEUTRAL
443,5,good food,good food,POSITIVE
444,2,good good,good good,POSITIVE
445,4,I Have Asked For Fry Noodles They Told To Give 10 Rs Extra  My Bill Value Almost 1000+,asked fry noodle told give r extra bill value almost,POSITIVE
446,1,Not so good as compared,good compared,POSITIVE
447,1,swit thi bekar,swit thi bekar,NEUTRAL
448,1,Best place to devour Chinese food. Panner recipes are top notch. Great service as always. Consistency with quality.,best place devour chinese food panner recipe top notch great service always consistency quality,POSITIVE
449,4,"@ Hotelier sent an ordered food only, it's a very bad blunder mistake. ",hotelier sent ordered food bad blunder mistake,NEGATIVE
450,5,"when eat at your place it's look and taste delicious, bt whenever we made online order always it's bad taste and also not looking better.",eat place look taste delicious bt whenever made online order always bad taste also looking better,POSITIVE
451,4,fantastic food 😋,fantastic food,POSITIVE
452,5,cabbage salad not include ,cabbage salad include,NEUTRAL
453,5,Took 1 hour instead of 37 mins approx delivery time quoted at the time of order. ,took hour instead min approx delivery time quoted time order,NEUTRAL
454,4,yume test,yume test,NEUTRAL
455,4,Provided item both are luze packaging and both are not hot. kindly using tin packing in future for item hot purpose many restaurants using packaging tin.,provided item luze packaging hot kindly using tin packing future item hot purpose many restaurant using packaging tin,POSITIVE
456,1,very testy ,testy,NEUTRAL
457,4,zero spicy bola tha<br/>fir bhi spicy noodles bhej diya<br/><br/>,zero spicy bola tha br fir bhi spicy noodle bhej diya br br,NEUTRAL
458,5,very bad experience..,bad experience,NEGATIVE
459,5,bekar bilkul khana no test bilkul,bekar bilkul khana test bilkul,NEUTRAL
460,3,very good,good,POSITIVE
461,5,solt over use ,solt use,NEUTRAL
462,1,i am order biriyani and recived pulav,order biriyani recived pulav,NEUTRAL
463,5,i always add cutlary in my order and i never got cutlary in my order. And when call up yo the owner he said he is out of station what a horrible response to the customer.,always add cutlary order never got cutlary order call yo owner said station horrible response customer,NEGATIVE
464,4,super,super,POSITIVE
465,1,very bed experience ,bed experience,NEUTRAL
466,5,please value of our money ,please value money,POSITIVE
467,3,bakvas khana tha😡,bakvas khana tha,NEUTRAL
468,5,no good ,good,POSITIVE
469,1,very fast delivery ,fast delivery,NEUTRAL
470,1,lo koleti ka food making ,lo koleti ka food making,NEUTRAL
471,5,very nice ,nice,POSITIVE
472,5,Too spicy and tasteless,spicy tasteless,NEUTRAL
473,5,nice thali but one vegetable bad test ,nice thali one vegetable bad test,NEGATIVE
474,1,food is good only the thing is some times buttermilk polythene has leakage,food good thing time buttermilk polythene leakage,POSITIVE
475,1,aise bhejna tha to menyu me kyun dusra dikhate ho,aise bhejna tha menyu kyun dusra dikhate ho,NEUTRAL
476,1,Never eat stale food to call it useless... the whole test is useless...Never ate stale food to call it useless... the whole test is useless... in my life I have never eaten more useless food than this.....,never eat stale food call useless whole test useless never ate stale food call useless whole test useless life never eaten useless food,NEGATIVE
477,3,good,good,POSITIVE
478,3,bekar,bekar,NEUTRAL
479,5,More spicy. Taste is not good.Waste of money.Not recommended to anyone.,spicy taste good waste money recommended anyone,POSITIVE
480,1,very bad missing 2 items ,bad missing item,NEGATIVE
481,1,I had to be admitted to the hospital because I had a bad stomach,admitted hospital bad stomach,NEGATIVE
482,5,not gullab jamun and no test,gullab jamun test,NEUTRAL
483,2,"No one should eat such dirty vegetables even for free, was given full water, and then wasted money.  Didn't expect this from Zomato, had to throw away all the food",one eat dirty vegetable even free given full water wasted money expect zomato throw away food,NEGATIVE
484,1,Pathetic service first late order received and secand ko salt in any paratha,pathetic service first late order received secand ko salt paratha,NEGATIVE
485,1,Thank You ☺️,thank,POSITIVE
486,5,good ,good,POSITIVE
487,1,kitna ganda khana dety ho mahek rha tha ,kitna ganda khana dety ho mahek rha tha,NEUTRAL
488,5,as mentioned in instruction also again sent dal in foil bag in small quantity as complaint in last order and neither got pickle and onion in pannier combo.<br/><br/>,mentioned instruction also sent dal foil bag small quantity complaint last order neither got pickle onion pannier combo br br,NEGATIVE
489,5,ekdam ghatia taste.,ekdam ghatia taste,NEUTRAL
490,5,Cooking instructions were accepted but not considered.,cooking instruction accepted considered,POSITIVE
491,1,never order aging 😒  full waste money 💰 ,never order aging full waste money,NEGATIVE
492,1,Fantastic,fantastic,POSITIVE
493,4,quality very poor. ,quality poor,NEGATIVE
494,1,Worst dal makhani i have ever had.<br/>It looks like sabji.,worst dal makhani ever br look like sabji,NEGATIVE
495,3,nice ,nice,POSITIVE
496,1,sari sabji basi thi rice half Bowl bhi nhi tha roti bhi jali thi. test bhi bekar tha. fully unsatisfied with this hotel no test or very high rate,sari sabji basi thi rice half bowl bhi nhi tha roti bhi jali thi test bhi bekar tha fully unsatisfied hotel test high rate,NEGATIVE
497,1,worst food,worst food,NEGATIVE
498,1,qwantity very less <br/>packing like street food biryani,qwantity less br packing like street food biryani,POSITIVE
499,1,good ,good,POSITIVE
500,1,very bad survey,bad survey,NEGATIVE
501,1,test is ok ok not best ,test ok ok best,POSITIVE
502,2,not good.. worst,good worst,NEGATIVE
503,5,ghatiya thali hai<br/>roti bhi thanda hai<br/>sabzi bhi bakwas hai<br/>halka halka vas bhi kar raha hai<br/>0 star ke like bhi nhi hai,ghatiya thali hai br roti bhi thanda hai br sabzi bhi bakwas hai br halka halka va bhi kar raha hai br star ke like bhi nhi hai,POSITIVE
504,5,"We order regularly from Sugar N Spice, have been customers for a long time. This was definitely not from Sugar N Spice. It was like the food from a road side place",order regularly sugar n spice customer long time definitely sugar n spice like food road side place,POSITIVE
505,3,Packing was worst and taste was not good as we go for dining in the same restuarant.,packing worst taste good go dining restuarant,NEGATIVE
506,1,Very bad taste,bad taste,NEGATIVE
507,1,There is a no onion and pickel inside this parsal,onion pickel inside parsal,NEUTRAL
508,4,please serve good food,please serve good food,POSITIVE
509,1,This was not from sugar n spice it was brought from somewhere else waste of our money because the taste was not of sugar n spice also no name on box nor any bill,sugar n spice brought somewhere else waste money taste sugar n spice also name box bill,NEGATIVE
510,1,No butter roti given<br/>Rice and  hakka noodles with give onion i call after given order so why with give onion,butter roti given br rice hakka noodle give onion call given order give onion,NEUTRAL
511,1,Fabulous test 👌👌👌,fabulous test,POSITIVE
512,2,good,good,POSITIVE
513,1,they add milk in icecream and sell as milkshake<br/><br/>rubbish,add milk icecream sell milkshake br br rubbish,NEUTRAL
514,3,tasty ,tasty,NEUTRAL
515,4,Ok okay,ok okay,POSITIVE
516,5,Falooda with fried noodles 😡<br/>No tuk mariyal in it.,falooda fried noodle br tuk mariyal,NEUTRAL
517,1,Good,good,POSITIVE
518,2,it was good i liked the taste but chocolate chips i added the quantity was less,good liked taste chocolate chip added quantity less,POSITIVE
519,5,it's yummy 😋,yummy,POSITIVE
520,1,Parcel containers not good... please use disposal cups,parcel container good please use disposal cup,POSITIVE
521,5,good delivery boy 👍,good delivery boy,POSITIVE
